iteration,interception,interception_cost,blocking,message_status,message_block_cost,total_cost,windtexter,application
251,0.8,0.75,0.5,unsuccessful,13.2,4.25,Full,government
251,0.2,864.0,0.5,unsuccessful,52.8,916.8,Baseline,millitary
251,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
251,0.4,56.0,0.7,sucessful,1.14,6.86,Full,millitary
252,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
252,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
252,0.4,14.0,0.7,sucessful,0.29,1.72,Full,private
252,0.4,84.0,0.3,unsuccessful,204.0,288.0,Baseline,commercial
252,0.8,1.5,0.4,unsuccessful,84.0,85.5,Partial,commercial
252,0.5,8.8,0.8,sucessful,0.5,85.5,Full,commercial
252,0.7,2.57,0.9,sucessful,2.0,4.57,Baseline,government
252,0.9,2.0,0.8,sucessful,2.25,4.25,Partial,government
252,0.8,0.75,0.5,unsuccessful,13.2,4.25,Full,government
252,0.8,3.0,0.5,unsuccessful,52.8,55.8,Baseline,millitary
252,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
252,0.7,1.14,0.7,sucessful,1.14,6.1,Full,millitary
253,0.8,0.75,0.4,unsuccessful,42.0,42.75,Baseline,private
253,0.9,0.67,0.5,unsuccessful,13.2,13.87,Partial,private
253,0.4,14.0,0.6,sucessful,1.0,13.87,Full,private
253,0.8,1.5,0.6,sucessful,6.0,7.5,Baseline,commercial
253,0.5,26.4,0.8,sucessful,1.5,27.9,Partial,commercial
253,0.5,8.8,0.7,sucessful,0.57,27.9,Full,commercial
253,0.7,2.57,0.6,sucessful,9.0,11.57,Baseline,government
253,0.9,2.0,0.6,sucessful,9.0,11.0,Partial,government
253,0.7,0.86,0.7,sucessful,0.86,11.0,Full,government
253,0.6,12.0,0.6,sucessful,12.0,24.0,Baseline,millitary
253,0.9,2.67,0.7,sucessful,3.43,6.1,Partial,millitary
253,0.7,1.14,0.8,sucessful,1.0,6.1,Full,millitary
254,0.2,216.0,0.8,sucessful,0.75,216.75,Baseline,private
254,0.4,42.0,0.9,sucessful,0.67,42.67,Partial,private
254,0.7,0.29,0.7,sucessful,0.29,42.67,Full,private
254,0.6,6.0,0.8,sucessful,1.5,7.5,Baseline,commercial
254,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
254,0.4,28.0,0.7,sucessful,0.57,3.42,Full,commercial
254,0.5,39.6,0.8,sucessful,2.25,41.85,Baseline,government
254,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
254,0.7,0.86,0.4,unsuccessful,42.0,5.14,Full,government
254,0.7,3.43,0.9,sucessful,2.67,6.1,Baseline,millitary
254,0.8,3.0,0.4,unsuccessful,168.0,171.0,Partial,millitary
254,0.7,1.14,0.5,unsuccessful,17.6,171.0,Full,millitary
255,0.7,0.86,0.6,sucessful,3.0,3.86,Baseline,private
255,0.5,13.2,0.5,unsuccessful,13.2,26.4,Partial,private
255,0.7,0.29,0.5,unsuccessful,4.4,26.4,Full,private
255,0.6,6.0,0.4,unsuccessful,84.0,90.0,Baseline,commercial
255,0.9,1.33,0.7,sucessful,1.71,3.04,Partial,commercial
255,0.4,28.0,0.7,sucessful,0.57,3.04,Full,commercial
255,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
255,0.9,2.0,0.4,unsuccessful,126.0,128.0,Partial,government
255,0.7,0.86,0.7,sucessful,0.86,128.0,Full,government
255,0.7,3.43,0.6,sucessful,12.0,15.43,Baseline,millitary
255,0.5,52.8,0.8,sucessful,3.0,55.8,Partial,millitary
255,0.4,56.0,0.9,sucessful,0.89,55.8,Full,millitary
256,0.8,0.75,0.5,unsuccessful,13.2,13.95,Baseline,private
256,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
256,0.5,4.4,0.4,unsuccessful,14.0,1.53,Full,private
256,0.5,26.4,0.7,sucessful,1.71,28.11,Baseline,commercial
256,0.9,1.33,0.5,unsuccessful,26.4,27.73,Partial,commercial
256,0.7,0.57,0.7,sucessful,0.57,27.73,Full,commercial
256,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
256,0.4,126.0,0.7,sucessful,2.57,128.57,Partial,government
256,0.5,13.2,0.5,unsuccessful,13.2,128.57,Full,government
256,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
256,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
256,0.7,1.14,0.5,unsuccessful,17.6,6.43,Full,millitary
257,0.3,102.0,0.9,sucessful,0.67,102.67,Baseline,private
257,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
257,0.7,0.29,0.6,sucessful,1.0,84.0,Full,private
257,0.4,84.0,0.4,unsuccessful,84.0,168.0,Baseline,commercial
257,0.9,1.33,0.5,unsuccessful,26.4,27.73,Partial,commercial
257,0.8,0.5,0.7,sucessful,0.57,27.73,Full,commercial
257,0.9,2.0,0.7,sucessful,2.57,4.57,Baseline,government
257,0.8,2.25,0.8,sucessful,2.25,4.5,Partial,government
257,0.5,13.2,0.4,unsuccessful,42.0,4.5,Full,government
257,0.7,3.43,0.4,unsuccessful,168.0,171.43,Baseline,millitary
257,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
257,0.7,1.14,0.9,sucessful,0.89,6.1,Full,millitary
258,0.8,0.75,0.4,unsuccessful,42.0,42.75,Baseline,private
258,0.4,42.0,0.8,sucessful,0.75,42.75,Partial,private
258,0.7,0.29,0.9,sucessful,0.22,42.75,Full,private
258,0.5,26.4,0.3,unsuccessful,204.0,230.4,Baseline,commercial
258,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
258,0.9,0.44,0.7,sucessful,0.57,2.83,Full,commercial
258,0.8,2.25,0.7,sucessful,2.57,4.82,Baseline,government
258,0.4,126.0,0.9,sucessful,2.0,128.0,Partial,government
258,0.4,42.0,0.8,sucessful,0.75,128.0,Full,government
258,0.6,12.0,0.9,sucessful,2.67,14.67,Baseline,millitary
258,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
258,0.8,1.0,0.7,sucessful,1.14,6.43,Full,millitary
259,0.6,3.0,0.4,unsuccessful,42.0,45.0,Baseline,private
259,0.8,0.75,0.5,unsuccessful,13.2,13.95,Partial,private
259,0.4,14.0,0.7,sucessful,0.29,13.95,Full,private
259,0.5,26.4,0.9,sucessful,1.33,27.73,Baseline,commercial
259,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
259,0.4,28.0,0.8,sucessful,0.5,2.83,Full,commercial
259,0.5,39.6,0.6,sucessful,9.0,48.6,Baseline,government
259,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
259,0.9,0.67,0.4,unsuccessful,42.0,4.82,Full,government
259,0.5,52.8,0.5,unsuccessful,52.8,105.6,Baseline,millitary
259,0.4,168.0,0.7,sucessful,3.43,171.43,Partial,millitary
259,0.8,1.0,0.7,sucessful,1.14,171.43,Full,millitary
260,0.3,102.0,0.6,sucessful,3.0,105.0,Baseline,private
260,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
260,0.4,14.0,0.8,sucessful,0.25,1.61,Full,private
260,0.3,204.0,0.2,unsuccessful,432.0,636.0,Baseline,commercial
260,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
260,0.5,8.8,0.9,sucessful,0.44,28.11,Full,commercial
260,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
260,0.7,2.57,0.8,sucessful,2.25,4.82,Partial,government
260,0.7,0.86,0.7,sucessful,0.86,4.82,Full,government
260,0.9,2.67,0.6,sucessful,12.0,14.67,Baseline,millitary
260,0.8,3.0,0.8,sucessful,3.0,6.0,Partial,millitary
260,0.5,17.6,0.9,sucessful,0.89,6.0,Full,millitary
261,0.7,0.86,0.3,unsuccessful,102.0,102.86,Baseline,private
261,0.4,42.0,0.7,sucessful,0.86,42.86,Partial,private
261,0.8,0.25,0.5,unsuccessful,4.4,42.86,Full,private
261,0.8,1.5,0.6,sucessful,6.0,7.5,Baseline,commercial
261,0.7,1.71,0.4,unsuccessful,84.0,85.71,Partial,commercial
261,0.6,2.0,0.5,unsuccessful,8.8,85.71,Full,commercial
261,0.7,2.57,0.2,unsuccessful,648.0,650.57,Baseline,government
261,0.6,9.0,0.7,sucessful,2.57,11.57,Partial,government
261,0.4,42.0,0.9,sucessful,0.67,11.57,Full,government
261,0.4,168.0,0.5,unsuccessful,52.8,220.8,Baseline,millitary
261,0.6,12.0,0.4,unsuccessful,168.0,180.0,Partial,millitary
261,0.9,0.89,0.7,sucessful,1.14,180.0,Full,millitary
262,0.4,42.0,0.8,sucessful,0.75,42.75,Baseline,private
262,0.4,42.0,0.7,sucessful,0.86,42.86,Partial,private
262,0.4,14.0,0.7,sucessful,0.29,42.86,Full,private
262,0.5,26.4,0.8,sucessful,1.5,27.9,Baseline,commercial
262,0.9,1.33,0.5,unsuccessful,26.4,27.73,Partial,commercial
262,0.7,0.57,0.7,sucessful,0.57,27.73,Full,commercial
262,0.8,2.25,0.4,unsuccessful,126.0,128.25,Baseline,government
262,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
262,0.8,0.75,0.4,unsuccessful,42.0,42.17,Full,government
262,0.3,408.0,0.6,sucessful,12.0,420.0,Baseline,millitary
262,0.9,2.67,0.5,unsuccessful,52.8,55.47,Partial,millitary
262,0.7,1.14,0.4,unsuccessful,56.0,55.47,Full,millitary
263,0.9,0.67,0.9,sucessful,0.67,1.34,Baseline,private
263,0.7,0.86,0.5,unsuccessful,13.2,14.06,Partial,private
263,0.9,0.22,0.7,sucessful,0.29,14.06,Full,private
263,0.5,26.4,0.5,unsuccessful,26.4,52.8,Baseline,commercial
263,0.5,26.4,0.7,sucessful,1.71,28.11,Partial,commercial
263,0.9,0.44,0.4,unsuccessful,28.0,28.11,Full,commercial
263,0.4,126.0,0.7,sucessful,2.57,128.57,Baseline,government
263,0.7,2.57,0.9,sucessful,2.0,4.57,Partial,government
263,0.5,13.2,0.6,sucessful,3.0,4.57,Full,government
263,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
263,0.4,168.0,0.9,sucessful,2.67,170.67,Partial,millitary
263,0.9,0.89,0.4,unsuccessful,56.0,170.67,Full,millitary
264,0.4,42.0,0.3,unsuccessful,102.0,144.0,Baseline,private
264,0.9,0.67,0.8,sucessful,0.75,1.42,Partial,private
264,0.6,1.0,0.5,unsuccessful,4.4,1.42,Full,private
264,0.9,1.33,0.8,sucessful,1.5,2.83,Baseline,commercial
264,0.8,1.5,0.5,unsuccessful,26.4,27.9,Partial,commercial
264,0.7,0.57,0.8,sucessful,0.5,27.9,Full,commercial
264,0.2,648.0,0.7,sucessful,2.57,650.57,Baseline,government
264,0.9,2.0,0.4,unsuccessful,126.0,128.0,Partial,government
264,0.7,0.86,0.7,sucessful,0.86,128.0,Full,government
264,0.3,408.0,0.8,sucessful,3.0,411.0,Baseline,millitary
264,0.5,52.8,0.4,unsuccessful,168.0,220.8,Partial,millitary
264,0.4,56.0,0.6,sucessful,4.0,220.8,Full,millitary
265,0.9,0.67,0.5,unsuccessful,13.2,13.87,Baseline,private
265,0.8,0.75,0.4,unsuccessful,42.0,42.75,Partial,private
265,0.4,14.0,0.7,sucessful,0.29,42.75,Full,private
265,0.8,1.5,0.7,sucessful,1.71,3.21,Baseline,commercial
265,0.7,1.71,0.4,unsuccessful,84.0,85.71,Partial,commercial
265,0.8,0.5,0.9,sucessful,0.44,85.71,Full,commercial
265,0.7,2.57,0.4,unsuccessful,126.0,128.57,Baseline,government
265,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
265,0.7,0.86,0.9,sucessful,0.67,4.57,Full,government
265,0.9,2.67,0.7,sucessful,3.43,6.1,Baseline,millitary
265,0.5,52.8,0.8,sucessful,3.0,55.8,Partial,millitary
265,0.8,1.0,0.7,sucessful,1.14,55.8,Full,millitary
266,0.6,3.0,0.9,sucessful,0.67,3.67,Baseline,private
266,0.9,0.67,0.9,sucessful,0.67,1.34,Partial,private
266,0.4,14.0,0.9,sucessful,0.22,1.34,Full,private
266,0.5,26.4,0.9,sucessful,1.33,27.73,Baseline,commercial
266,0.5,26.4,0.7,sucessful,1.71,28.11,Partial,commercial
266,0.5,8.8,0.4,unsuccessful,28.0,28.11,Full,commercial
266,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
266,0.7,2.57,0.5,unsuccessful,39.6,42.17,Partial,government
266,0.9,0.67,0.8,sucessful,0.75,42.17,Full,government
266,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
266,0.9,2.67,0.7,sucessful,3.43,6.1,Partial,millitary
266,0.7,1.14,0.5,unsuccessful,17.6,6.1,Full,millitary
267,0.5,13.2,0.7,sucessful,0.86,14.06,Baseline,private
267,0.5,13.2,0.8,sucessful,0.75,13.95,Partial,private
267,0.8,0.25,0.8,sucessful,0.25,13.95,Full,private
267,0.3,204.0,0.6,sucessful,6.0,210.0,Baseline,commercial
267,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
267,0.7,0.57,0.7,sucessful,0.57,3.21,Full,commercial
267,0.3,306.0,0.5,unsuccessful,39.6,345.6,Baseline,government
267,0.8,2.25,0.4,unsuccessful,126.0,128.25,Partial,government
267,0.9,0.67,0.7,sucessful,0.86,128.25,Full,government
267,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
267,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
267,0.9,0.89,0.5,unsuccessful,17.6,6.43,Full,millitary
268,0.6,3.0,0.4,unsuccessful,42.0,45.0,Baseline,private
268,0.7,0.86,0.4,unsuccessful,42.0,42.86,Partial,private
268,0.9,0.22,0.8,sucessful,0.25,42.86,Full,private
268,0.2,432.0,0.6,sucessful,6.0,438.0,Baseline,commercial
268,0.8,1.5,0.6,sucessful,6.0,7.5,Partial,commercial
268,0.7,0.57,0.8,sucessful,0.5,7.5,Full,commercial
268,0.8,2.25,0.7,sucessful,2.57,4.82,Baseline,government
268,0.4,126.0,0.7,sucessful,2.57,128.57,Partial,government
268,0.4,42.0,0.4,unsuccessful,42.0,128.57,Full,government
268,0.5,52.8,0.9,sucessful,2.67,55.47,Baseline,millitary
268,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
268,0.8,1.0,0.7,sucessful,1.14,6.86,Full,millitary
269,0.8,0.75,0.5,unsuccessful,13.2,13.95,Baseline,private
269,0.9,0.67,0.5,unsuccessful,13.2,13.87,Partial,private
269,0.7,0.29,0.9,sucessful,0.22,13.87,Full,private
269,0.9,1.33,0.5,unsuccessful,26.4,27.73,Baseline,commercial
269,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
269,0.7,0.57,0.7,sucessful,0.57,3.42,Full,commercial
269,0.9,2.0,0.4,unsuccessful,126.0,128.0,Baseline,government
269,0.7,2.57,0.8,sucessful,2.25,4.82,Partial,government
269,0.4,42.0,0.5,unsuccessful,13.2,4.82,Full,government
269,0.8,3.0,0.5,unsuccessful,52.8,55.8,Baseline,millitary
269,0.8,3.0,0.8,sucessful,3.0,6.0,Partial,millitary
269,0.5,17.6,0.7,sucessful,1.14,6.0,Full,millitary
270,0.6,3.0,0.3,unsuccessful,102.0,105.0,Baseline,private
270,0.9,0.67,0.5,unsuccessful,13.2,13.87,Partial,private
270,0.8,0.25,0.7,sucessful,0.29,13.87,Full,private
270,0.7,1.71,0.9,sucessful,1.33,3.04,Baseline,commercial
270,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
270,0.7,0.57,0.5,unsuccessful,8.8,3.04,Full,commercial
270,0.5,39.6,0.7,sucessful,2.57,42.17,Baseline,government
270,0.9,2.0,0.8,sucessful,2.25,4.25,Partial,government
270,0.4,42.0,0.7,sucessful,0.86,4.25,Full,government
270,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
270,0.5,52.8,0.8,sucessful,3.0,55.8,Partial,millitary
270,0.7,1.14,0.4,unsuccessful,56.0,55.8,Full,millitary
271,0.5,13.2,0.7,sucessful,0.86,14.06,Baseline,private
271,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
271,0.7,0.29,0.7,sucessful,0.29,14.06,Full,private
271,0.3,204.0,0.4,unsuccessful,84.0,288.0,Baseline,commercial
271,0.7,1.71,0.4,unsuccessful,84.0,85.71,Partial,commercial
271,0.5,8.8,0.8,sucessful,0.5,85.71,Full,commercial
271,0.5,39.6,0.5,unsuccessful,39.6,79.2,Baseline,government
271,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
271,0.9,0.67,0.4,unsuccessful,42.0,5.14,Full,government
271,0.7,3.43,0.6,sucessful,12.0,15.43,Baseline,millitary
271,0.6,12.0,0.5,unsuccessful,52.8,64.8,Partial,millitary
271,0.7,1.14,0.7,sucessful,1.14,64.8,Full,millitary
272,0.7,0.86,0.5,unsuccessful,13.2,14.06,Baseline,private
272,0.9,0.67,0.8,sucessful,0.75,1.42,Partial,private
272,0.8,0.25,0.4,unsuccessful,14.0,1.42,Full,private
272,0.3,204.0,0.9,sucessful,1.33,205.33,Baseline,commercial
272,0.6,6.0,0.9,sucessful,1.33,7.33,Partial,commercial
272,0.4,28.0,0.9,sucessful,0.44,7.33,Full,commercial
272,0.8,2.25,0.4,unsuccessful,126.0,128.25,Baseline,government
272,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
272,0.7,0.86,0.9,sucessful,0.67,42.17,Full,government
272,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
272,0.5,52.8,0.4,unsuccessful,168.0,220.8,Partial,millitary
272,0.8,1.0,0.9,sucessful,0.89,220.8,Full,millitary
273,0.7,0.86,0.9,sucessful,0.67,1.53,Baseline,private
273,0.4,42.0,0.6,sucessful,3.0,45.0,Partial,private
273,0.4,14.0,0.5,unsuccessful,4.4,45.0,Full,private
273,0.6,6.0,0.5,unsuccessful,26.4,32.4,Baseline,commercial
273,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
273,0.7,0.57,0.8,sucessful,0.5,28.11,Full,commercial
273,0.9,2.0,0.6,sucessful,9.0,11.0,Baseline,government
273,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
273,0.5,13.2,0.4,unsuccessful,42.0,4.82,Full,government
273,0.9,2.67,0.6,sucessful,12.0,14.67,Baseline,millitary
273,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
273,0.8,1.0,0.4,unsuccessful,56.0,6.43,Full,millitary
274,0.4,42.0,0.5,unsuccessful,13.2,55.2,Baseline,private
274,0.9,0.67,0.9,sucessful,0.67,1.34,Partial,private
274,0.4,14.0,0.7,sucessful,0.29,1.34,Full,private
274,0.7,1.71,0.5,unsuccessful,26.4,28.11,Baseline,commercial
274,0.6,6.0,0.8,sucessful,1.5,7.5,Partial,commercial
274,0.9,0.44,0.8,sucessful,0.5,7.5,Full,commercial
274,0.8,2.25,0.5,unsuccessful,39.6,41.85,Baseline,government
274,0.8,2.25,0.8,sucessful,2.25,4.5,Partial,government
274,0.9,0.67,0.4,unsuccessful,42.0,4.5,Full,government
274,0.5,52.8,0.8,sucessful,3.0,55.8,Baseline,millitary
274,0.9,2.67,0.7,sucessful,3.43,6.1,Partial,millitary
274,0.8,1.0,0.9,sucessful,0.89,6.1,Full,millitary
275,0.4,42.0,0.3,unsuccessful,102.0,144.0,Baseline,private
275,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
275,0.7,0.29,0.4,unsuccessful,14.0,84.0,Full,private
275,0.2,432.0,0.6,sucessful,6.0,438.0,Baseline,commercial
275,0.4,84.0,0.4,unsuccessful,84.0,168.0,Partial,commercial
275,0.5,8.8,0.9,sucessful,0.44,168.0,Full,commercial
275,0.9,2.0,0.4,unsuccessful,126.0,128.0,Baseline,government
275,0.5,39.6,0.9,sucessful,2.0,41.6,Partial,government
275,0.7,0.86,0.8,sucessful,0.75,41.6,Full,government
275,0.9,2.67,0.6,sucessful,12.0,14.67,Baseline,millitary
275,0.7,3.43,0.4,unsuccessful,168.0,171.43,Partial,millitary
275,0.7,1.14,0.7,sucessful,1.14,171.43,Full,millitary
276,0.5,13.2,0.9,sucessful,0.67,13.87,Baseline,private
276,0.8,0.75,0.9,sucessful,0.67,1.42,Partial,private
276,0.4,14.0,0.5,unsuccessful,4.4,1.42,Full,private
276,0.7,1.71,0.7,sucessful,1.71,3.42,Baseline,commercial
276,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
276,0.4,28.0,0.7,sucessful,0.57,3.21,Full,commercial
276,0.4,126.0,0.4,unsuccessful,126.0,252.0,Baseline,government
276,0.7,2.57,0.8,sucessful,2.25,4.82,Partial,government
276,0.4,42.0,0.9,sucessful,0.67,4.82,Full,government
276,0.9,2.67,0.2,unsuccessful,864.0,866.67,Baseline,millitary
276,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
276,0.7,1.14,0.4,unsuccessful,56.0,6.43,Full,millitary
277,0.9,0.67,0.6,sucessful,3.0,3.67,Baseline,private
277,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
277,0.4,14.0,0.9,sucessful,0.22,14.06,Full,private
277,0.9,1.33,0.7,sucessful,1.71,3.04,Baseline,commercial
277,0.7,1.71,0.4,unsuccessful,84.0,85.71,Partial,commercial
277,0.9,0.44,0.4,unsuccessful,28.0,85.71,Full,commercial
277,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
277,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
277,0.8,0.75,0.8,sucessful,0.75,4.82,Full,government
277,0.6,12.0,0.7,sucessful,3.43,15.43,Baseline,millitary
277,0.7,3.43,0.4,unsuccessful,168.0,171.43,Partial,millitary
277,0.4,56.0,0.7,sucessful,1.14,171.43,Full,millitary
278,0.6,3.0,0.4,unsuccessful,42.0,45.0,Baseline,private
278,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
278,0.8,0.25,0.8,sucessful,0.25,1.61,Full,private
278,0.9,1.33,0.5,unsuccessful,26.4,27.73,Baseline,commercial
278,0.8,1.5,0.8,sucessful,1.5,3.0,Partial,commercial
278,0.9,0.44,0.7,sucessful,0.57,3.0,Full,commercial
278,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
278,0.4,126.0,0.8,sucessful,2.25,128.25,Partial,government
278,0.4,42.0,0.9,sucessful,0.67,128.25,Full,government
278,0.7,3.43,0.2,unsuccessful,864.0,867.43,Baseline,millitary
278,0.9,2.67,0.8,sucessful,3.0,5.67,Partial,millitary
278,0.7,1.14,0.9,sucessful,0.89,5.67,Full,millitary
279,0.6,3.0,0.3,unsuccessful,102.0,105.0,Baseline,private
279,0.8,0.75,0.9,sucessful,0.67,1.42,Partial,private
279,0.7,0.29,0.7,sucessful,0.29,1.42,Full,private
279,0.5,26.4,0.7,sucessful,1.71,28.11,Baseline,commercial
279,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
279,0.9,0.44,0.8,sucessful,0.5,28.11,Full,commercial
279,0.5,39.6,0.9,sucessful,2.0,41.6,Baseline,government
279,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
279,0.4,42.0,0.7,sucessful,0.86,5.14,Full,government
279,0.8,3.0,0.3,unsuccessful,408.0,411.0,Baseline,millitary
279,0.4,168.0,0.4,unsuccessful,168.0,336.0,Partial,millitary
279,0.6,4.0,0.4,unsuccessful,56.0,336.0,Full,millitary
280,0.5,13.2,0.6,sucessful,3.0,16.2,Baseline,private
280,0.5,13.2,0.9,sucessful,0.67,13.87,Partial,private
280,0.4,14.0,0.4,unsuccessful,14.0,13.87,Full,private
280,0.7,1.71,0.7,sucessful,1.71,3.42,Baseline,commercial
280,0.4,84.0,0.4,unsuccessful,84.0,168.0,Partial,commercial
280,0.8,0.5,0.5,unsuccessful,8.8,168.0,Full,commercial
280,0.8,2.25,0.6,sucessful,9.0,11.25,Baseline,government
280,0.5,39.6,0.4,unsuccessful,126.0,165.6,Partial,government
280,0.9,0.67,0.9,sucessful,0.67,165.6,Full,government
280,0.3,408.0,0.6,sucessful,12.0,420.0,Baseline,millitary
280,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
280,0.6,4.0,0.9,sucessful,0.89,6.86,Full,millitary
281,0.9,0.67,0.7,sucessful,0.86,1.53,Baseline,private
281,0.9,0.67,0.4,unsuccessful,42.0,42.67,Partial,private
281,0.5,4.4,0.8,sucessful,0.25,42.67,Full,private
281,0.8,1.5,0.2,unsuccessful,432.0,433.5,Baseline,commercial
281,0.4,84.0,0.9,sucessful,1.33,85.33,Partial,commercial
281,0.9,0.44,0.7,sucessful,0.57,85.33,Full,commercial
281,0.4,126.0,0.5,unsuccessful,39.6,165.6,Baseline,government
281,0.4,126.0,0.5,unsuccessful,39.6,165.6,Partial,government
281,0.4,42.0,0.6,sucessful,3.0,165.6,Full,government
281,0.5,52.8,0.4,unsuccessful,168.0,220.8,Baseline,millitary
281,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
281,0.7,1.14,0.4,unsuccessful,56.0,6.86,Full,millitary
282,0.9,0.67,0.6,sucessful,3.0,3.67,Baseline,private
282,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
282,0.8,0.25,0.5,unsuccessful,4.4,1.72,Full,private
282,0.5,26.4,0.9,sucessful,1.33,27.73,Baseline,commercial
282,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
282,0.8,0.5,0.7,sucessful,0.57,3.21,Full,commercial
282,0.5,39.6,0.4,unsuccessful,126.0,165.6,Baseline,government
282,0.6,9.0,0.7,sucessful,2.57,11.57,Partial,government
282,0.9,0.67,0.8,sucessful,0.75,11.57,Full,government
282,0.4,168.0,0.7,sucessful,3.43,171.43,Baseline,millitary
282,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
282,0.5,17.6,0.4,unsuccessful,56.0,6.86,Full,millitary
283,0.4,42.0,0.8,sucessful,0.75,42.75,Baseline,private
283,0.8,0.75,0.9,sucessful,0.67,1.42,Partial,private
283,0.5,4.4,0.5,unsuccessful,4.4,1.42,Full,private
283,0.7,1.71,0.9,sucessful,1.33,3.04,Baseline,commercial
283,0.9,1.33,0.4,unsuccessful,84.0,85.33,Partial,commercial
283,0.7,0.57,0.8,sucessful,0.5,85.33,Full,commercial
283,0.9,2.0,0.5,unsuccessful,39.6,41.6,Baseline,government
283,0.7,2.57,0.4,unsuccessful,126.0,128.57,Partial,government
283,0.8,0.75,0.7,sucessful,0.86,128.57,Full,government
283,0.3,408.0,0.8,sucessful,3.0,411.0,Baseline,millitary
283,0.6,12.0,0.7,sucessful,3.43,15.43,Partial,millitary
283,0.7,1.14,0.5,unsuccessful,17.6,15.43,Full,millitary
284,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
284,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
284,0.9,0.22,0.7,sucessful,0.29,1.72,Full,private
284,0.9,1.33,0.3,unsuccessful,204.0,205.33,Baseline,commercial
284,0.9,1.33,0.9,sucessful,1.33,2.66,Partial,commercial
284,0.8,0.5,0.8,sucessful,0.5,2.66,Full,commercial
284,0.3,306.0,0.9,sucessful,2.0,308.0,Baseline,government
284,0.5,39.6,0.9,sucessful,2.0,41.6,Partial,government
284,0.7,0.86,0.4,unsuccessful,42.0,41.6,Full,government
284,0.7,3.43,0.5,unsuccessful,52.8,56.23,Baseline,millitary
284,0.4,168.0,0.7,sucessful,3.43,171.43,Partial,millitary
284,0.4,56.0,0.4,unsuccessful,56.0,171.43,Full,millitary
285,0.5,13.2,0.3,unsuccessful,102.0,115.2,Baseline,private
285,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
