iteration,interception,interception_cost,blocking,message_status,message_block_cost,total_cost,windtexter,application
894,0.5,13.2,0.5,unsuccessful,13.2,41.6,Full,government
894,0.3,408.0,0.5,unsuccessful,52.8,460.8,Baseline,millitary
894,0.7,3.43,0.4,unsuccessful,168.0,171.43,Partial,millitary
894,0.7,1.14,0.5,unsuccessful,17.6,171.43,Full,millitary
895,0.4,42.0,0.7,sucessful,0.86,42.86,Baseline,private
895,0.4,42.0,0.9,sucessful,0.67,42.67,Partial,private
895,0.7,0.29,0.7,sucessful,0.29,42.67,Full,private
895,0.8,1.5,0.9,sucessful,1.33,2.83,Baseline,commercial
895,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
895,0.8,0.5,0.4,unsuccessful,28.0,3.42,Full,commercial
895,0.5,39.6,0.4,unsuccessful,126.0,165.6,Baseline,government
895,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
895,0.7,0.86,0.7,sucessful,0.86,4.57,Full,government
895,0.6,12.0,0.8,sucessful,3.0,15.0,Baseline,millitary
895,0.9,2.67,0.5,unsuccessful,52.8,55.47,Partial,millitary
895,0.4,56.0,0.4,unsuccessful,56.0,55.47,Full,millitary
896,0.7,0.86,0.7,sucessful,0.86,1.72,Baseline,private
896,0.4,42.0,0.8,sucessful,0.75,42.75,Partial,private
896,0.8,0.25,0.5,unsuccessful,4.4,42.75,Full,private
896,0.7,1.71,0.9,sucessful,1.33,3.04,Baseline,commercial
896,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
896,0.5,8.8,0.5,unsuccessful,8.8,85.71,Full,commercial
896,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
896,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
896,0.8,0.75,0.4,unsuccessful,42.0,4.82,Full,government
896,0.3,408.0,0.6,sucessful,12.0,420.0,Baseline,millitary
896,0.9,2.67,0.9,sucessful,2.67,5.34,Partial,millitary
896,0.7,1.14,0.9,sucessful,0.89,5.34,Full,millitary
897,0.3,102.0,0.4,unsuccessful,42.0,144.0,Baseline,private
897,0.8,0.75,0.4,unsuccessful,42.0,42.75,Partial,private
897,0.9,0.22,0.8,sucessful,0.25,42.75,Full,private
897,0.6,6.0,0.5,unsuccessful,26.4,32.4,Baseline,commercial
897,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
897,0.4,28.0,0.7,sucessful,0.57,28.11,Full,commercial
897,0.8,2.25,0.5,unsuccessful,39.6,41.85,Baseline,government
897,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
897,0.7,0.86,0.7,sucessful,0.86,4.82,Full,government
897,0.3,408.0,0.7,sucessful,3.43,411.43,Baseline,millitary
897,0.9,2.67,0.8,sucessful,3.0,5.67,Partial,millitary
897,0.7,1.14,0.9,sucessful,0.89,5.67,Full,millitary
898,0.9,0.67,0.7,sucessful,0.86,1.53,Baseline,private
898,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
898,0.9,0.22,0.9,sucessful,0.22,1.53,Full,private
898,0.6,6.0,0.9,sucessful,1.33,7.33,Baseline,commercial
898,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
898,0.9,0.44,0.7,sucessful,0.57,3.21,Full,commercial
898,0.9,2.0,0.5,unsuccessful,39.6,41.6,Baseline,government
898,0.4,126.0,0.7,sucessful,2.57,128.57,Partial,government
898,0.7,0.86,0.4,unsuccessful,42.0,128.57,Full,government
898,0.5,52.8,0.7,sucessful,3.43,56.23,Baseline,millitary
898,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
898,0.7,1.14,0.7,sucessful,1.14,6.1,Full,millitary
899,0.9,0.67,0.4,unsuccessful,42.0,42.67,Baseline,private
899,0.4,42.0,0.7,sucessful,0.86,42.86,Partial,private
899,0.7,0.29,0.8,sucessful,0.25,42.86,Full,private
899,0.7,1.71,0.5,unsuccessful,26.4,28.11,Baseline,commercial
899,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
899,0.4,28.0,0.4,unsuccessful,28.0,3.21,Full,commercial
899,0.6,9.0,0.6,sucessful,9.0,18.0,Baseline,government
899,0.8,2.25,0.9,sucessful,2.0,4.25,Partial,government
899,0.4,42.0,0.7,sucessful,0.86,4.25,Full,government
899,0.4,168.0,0.5,unsuccessful,52.8,220.8,Baseline,millitary
899,0.5,52.8,0.5,unsuccessful,52.8,105.6,Partial,millitary
899,0.4,56.0,0.7,sucessful,1.14,105.6,Full,millitary
900,0.8,0.75,0.7,sucessful,0.86,1.61,Baseline,private
900,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
900,0.8,0.25,0.5,unsuccessful,4.4,14.06,Full,private
900,0.4,84.0,0.6,sucessful,6.0,90.0,Baseline,commercial
900,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
900,0.7,0.57,0.9,sucessful,0.44,3.42,Full,commercial
900,0.3,306.0,0.8,sucessful,2.25,308.25,Baseline,government
900,0.8,2.25,0.8,sucessful,2.25,4.5,Partial,government
900,0.8,0.75,0.7,sucessful,0.86,4.5,Full,government
900,0.3,408.0,0.5,unsuccessful,52.8,460.8,Baseline,millitary
900,0.4,168.0,0.9,sucessful,2.67,170.67,Partial,millitary
900,0.7,1.14,0.9,sucessful,0.89,170.67,Full,millitary
901,0.7,0.86,0.9,sucessful,0.67,1.53,Baseline,private
901,0.7,0.86,0.9,sucessful,0.67,1.53,Partial,private
901,0.7,0.29,0.5,unsuccessful,4.4,1.53,Full,private
901,0.6,6.0,0.4,unsuccessful,84.0,90.0,Baseline,commercial
901,0.6,6.0,0.5,unsuccessful,26.4,32.4,Partial,commercial
901,0.7,0.57,0.9,sucessful,0.44,32.4,Full,commercial
901,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
901,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
901,0.8,0.75,0.8,sucessful,0.75,42.17,Full,government
901,0.7,3.43,0.2,unsuccessful,864.0,867.43,Baseline,millitary
901,0.5,52.8,0.8,sucessful,3.0,55.8,Partial,millitary
901,0.5,17.6,0.9,sucessful,0.89,55.8,Full,millitary
902,0.2,216.0,0.7,sucessful,0.86,216.86,Baseline,private
902,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
902,0.5,4.4,0.7,sucessful,0.29,1.72,Full,private
902,0.7,1.71,0.2,unsuccessful,432.0,433.71,Baseline,commercial
902,0.5,26.4,0.7,sucessful,1.71,28.11,Partial,commercial
902,0.9,0.44,0.7,sucessful,0.57,28.11,Full,commercial
902,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
902,0.6,9.0,0.7,sucessful,2.57,11.57,Partial,government
902,0.6,3.0,0.4,unsuccessful,42.0,11.57,Full,government
902,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
902,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
902,0.4,56.0,0.6,sucessful,4.0,14.67,Full,millitary
903,0.6,3.0,0.5,unsuccessful,13.2,16.2,Baseline,private
903,0.7,0.86,0.8,sucessful,0.75,1.61,Partial,private
903,0.8,0.25,0.5,unsuccessful,4.4,1.61,Full,private
903,0.7,1.71,0.4,unsuccessful,84.0,85.71,Baseline,commercial
903,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
903,0.4,28.0,0.4,unsuccessful,28.0,3.42,Full,commercial
903,0.8,2.25,0.6,sucessful,9.0,11.25,Baseline,government
903,0.7,2.57,0.8,sucessful,2.25,4.82,Partial,government
903,0.7,0.86,0.7,sucessful,0.86,4.82,Full,government
903,0.6,12.0,0.5,unsuccessful,52.8,64.8,Baseline,millitary
903,0.8,3.0,0.9,sucessful,2.67,5.67,Partial,millitary
903,0.4,56.0,0.7,sucessful,1.14,5.67,Full,millitary
904,0.4,42.0,0.4,unsuccessful,42.0,84.0,Baseline,private
904,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
904,0.9,0.22,0.5,unsuccessful,4.4,14.06,Full,private
904,0.8,1.5,0.2,unsuccessful,432.0,433.5,Baseline,commercial
904,0.8,1.5,0.7,sucessful,1.71,3.21,Partial,commercial
904,0.7,0.57,0.7,sucessful,0.57,3.21,Full,commercial
904,0.5,39.6,0.5,unsuccessful,39.6,79.2,Baseline,government
904,0.4,126.0,0.8,sucessful,2.25,128.25,Partial,government
904,0.7,0.86,0.9,sucessful,0.67,128.25,Full,government
904,0.3,408.0,0.2,unsuccessful,864.0,1272.0,Baseline,millitary
904,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
904,0.9,0.89,0.5,unsuccessful,17.6,6.1,Full,millitary
905,0.2,216.0,0.7,sucessful,0.86,216.86,Baseline,private
905,0.4,42.0,0.8,sucessful,0.75,42.75,Partial,private
905,0.5,4.4,0.4,unsuccessful,14.0,42.75,Full,private
905,0.6,6.0,0.4,unsuccessful,84.0,90.0,Baseline,commercial
905,0.4,84.0,0.8,sucessful,1.5,85.5,Partial,commercial
905,0.7,0.57,0.4,unsuccessful,28.0,85.5,Full,commercial
905,0.5,39.6,0.3,unsuccessful,306.0,345.6,Baseline,government
905,0.7,2.57,0.4,unsuccessful,126.0,128.57,Partial,government
905,0.7,0.86,0.4,unsuccessful,42.0,128.57,Full,government
905,0.6,12.0,0.6,sucessful,12.0,24.0,Baseline,millitary
905,0.9,2.67,0.4,unsuccessful,168.0,170.67,Partial,millitary
905,0.7,1.14,0.7,sucessful,1.14,170.67,Full,millitary
906,0.8,0.75,0.8,sucessful,0.75,1.5,Baseline,private
906,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
906,0.7,0.29,0.7,sucessful,0.29,1.53,Full,private
906,0.6,6.0,0.9,sucessful,1.33,7.33,Baseline,commercial
906,0.6,6.0,0.8,sucessful,1.5,7.5,Partial,commercial
906,0.4,28.0,0.7,sucessful,0.57,7.5,Full,commercial
906,0.4,126.0,0.6,sucessful,9.0,135.0,Baseline,government
906,0.9,2.0,0.6,sucessful,9.0,11.0,Partial,government
906,0.7,0.86,0.9,sucessful,0.67,11.0,Full,government
906,0.6,12.0,0.4,unsuccessful,168.0,180.0,Baseline,millitary
906,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
906,0.4,56.0,0.7,sucessful,1.14,6.86,Full,millitary
907,0.3,102.0,0.9,sucessful,0.67,102.67,Baseline,private
907,0.9,0.67,0.5,unsuccessful,13.2,13.87,Partial,private
907,0.7,0.29,0.7,sucessful,0.29,13.87,Full,private
907,0.8,1.5,0.7,sucessful,1.71,3.21,Baseline,commercial
907,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
907,0.7,0.57,0.5,unsuccessful,8.8,3.04,Full,commercial
907,0.2,648.0,0.5,unsuccessful,39.6,687.6,Baseline,government
907,0.7,2.57,0.9,sucessful,2.0,4.57,Partial,government
907,0.5,13.2,0.9,sucessful,0.67,4.57,Full,government
907,0.7,3.43,0.7,sucessful,3.43,6.86,Baseline,millitary
907,0.5,52.8,0.5,unsuccessful,52.8,105.6,Partial,millitary
907,0.7,1.14,0.7,sucessful,1.14,105.6,Full,millitary
908,0.5,13.2,0.6,sucessful,3.0,16.2,Baseline,private
908,0.7,0.86,0.9,sucessful,0.67,1.53,Partial,private
908,0.4,14.0,0.5,unsuccessful,4.4,1.53,Full,private
908,0.4,84.0,0.6,sucessful,6.0,90.0,Baseline,commercial
908,0.5,26.4,0.7,sucessful,1.71,28.11,Partial,commercial
908,0.9,0.44,0.7,sucessful,0.57,28.11,Full,commercial
908,0.4,126.0,0.4,unsuccessful,126.0,252.0,Baseline,government
908,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
908,0.4,42.0,0.7,sucessful,0.86,5.14,Full,government
908,0.5,52.8,0.8,sucessful,3.0,55.8,Baseline,millitary
908,0.7,3.43,0.4,unsuccessful,168.0,171.43,Partial,millitary
908,0.7,1.14,0.7,sucessful,1.14,171.43,Full,millitary
909,0.7,0.86,0.6,sucessful,3.0,3.86,Baseline,private
909,0.9,0.67,0.6,sucessful,3.0,3.67,Partial,private
909,0.5,4.4,0.8,sucessful,0.25,3.67,Full,private
909,0.7,1.71,0.6,sucessful,6.0,7.71,Baseline,commercial
909,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
909,0.4,28.0,0.9,sucessful,0.44,2.83,Full,commercial
909,0.7,2.57,0.6,sucessful,9.0,11.57,Baseline,government
909,0.5,39.6,0.9,sucessful,2.0,41.6,Partial,government
909,0.7,0.86,0.9,sucessful,0.67,41.6,Full,government
909,0.6,12.0,0.9,sucessful,2.67,14.67,Baseline,millitary
909,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
909,0.4,56.0,0.7,sucessful,1.14,14.67,Full,millitary
910,0.6,3.0,0.8,sucessful,0.75,3.75,Baseline,private
910,0.5,13.2,0.8,sucessful,0.75,13.95,Partial,private
910,0.4,14.0,0.5,unsuccessful,4.4,13.95,Full,private
910,0.8,1.5,0.6,sucessful,6.0,7.5,Baseline,commercial
910,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
910,0.9,0.44,0.9,sucessful,0.44,2.83,Full,commercial
910,0.7,2.57,0.4,unsuccessful,126.0,128.57,Baseline,government
910,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
910,0.5,13.2,0.6,sucessful,3.0,5.14,Full,government
910,0.3,408.0,0.5,unsuccessful,52.8,460.8,Baseline,millitary
910,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
910,0.6,4.0,0.4,unsuccessful,56.0,6.86,Full,millitary
911,0.7,0.86,0.7,sucessful,0.86,1.72,Baseline,private
911,0.8,0.75,0.5,unsuccessful,13.2,13.95,Partial,private
911,0.5,4.4,0.5,unsuccessful,4.4,13.95,Full,private
911,0.5,26.4,0.4,unsuccessful,84.0,110.4,Baseline,commercial
911,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
911,0.4,28.0,0.4,unsuccessful,28.0,3.21,Full,commercial
911,0.5,39.6,0.7,sucessful,2.57,42.17,Baseline,government
911,0.7,2.57,0.5,unsuccessful,39.6,42.17,Partial,government
911,0.5,13.2,0.4,unsuccessful,42.0,42.17,Full,government
911,0.6,12.0,0.6,sucessful,12.0,24.0,Baseline,millitary
911,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
911,0.7,1.14,0.5,unsuccessful,17.6,6.86,Full,millitary
912,0.7,0.86,0.7,sucessful,0.86,1.72,Baseline,private
912,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
912,0.9,0.22,0.7,sucessful,0.29,1.53,Full,private
912,0.9,1.33,0.4,unsuccessful,84.0,85.33,Baseline,commercial
912,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
912,0.7,0.57,0.8,sucessful,0.5,3.04,Full,commercial
912,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
912,0.9,2.0,0.8,sucessful,2.25,4.25,Partial,government
912,0.5,13.2,0.4,unsuccessful,42.0,4.25,Full,government
912,0.7,3.43,0.7,sucessful,3.43,6.86,Baseline,millitary
912,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
912,0.7,1.14,0.7,sucessful,1.14,6.43,Full,millitary
913,0.9,0.67,0.8,sucessful,0.75,1.42,Baseline,private
913,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
913,0.4,14.0,0.9,sucessful,0.22,84.0,Full,private
913,0.6,6.0,0.5,unsuccessful,26.4,32.4,Baseline,commercial
913,0.6,6.0,0.5,unsuccessful,26.4,32.4,Partial,commercial
913,0.7,0.57,0.8,sucessful,0.5,32.4,Full,commercial
913,0.5,39.6,0.8,sucessful,2.25,41.85,Baseline,government
913,0.5,39.6,0.8,sucessful,2.25,41.85,Partial,government
913,0.9,0.67,0.4,unsuccessful,42.0,41.85,Full,government
913,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
913,0.4,168.0,0.9,sucessful,2.67,170.67,Partial,millitary
913,0.8,1.0,0.9,sucessful,0.89,170.67,Full,millitary
914,0.6,3.0,0.8,sucessful,0.75,3.75,Baseline,private
914,0.4,42.0,0.7,sucessful,0.86,42.86,Partial,private
914,0.6,1.0,0.7,sucessful,0.29,42.86,Full,private
914,0.7,1.71,0.5,unsuccessful,26.4,28.11,Baseline,commercial
914,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
914,0.9,0.44,0.4,unsuccessful,28.0,3.42,Full,commercial
914,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
914,0.4,126.0,0.9,sucessful,2.0,128.0,Partial,government
914,0.4,42.0,0.6,sucessful,3.0,128.0,Full,government
914,0.7,3.43,0.5,unsuccessful,52.8,56.23,Baseline,millitary
914,0.9,2.67,0.4,unsuccessful,168.0,170.67,Partial,millitary
914,0.9,0.89,0.4,unsuccessful,56.0,170.67,Full,millitary
915,0.8,0.75,0.7,sucessful,0.86,1.61,Baseline,private
915,0.8,0.75,0.8,sucessful,0.75,1.5,Partial,private
915,0.5,4.4,0.4,unsuccessful,14.0,1.5,Full,private
915,0.7,1.71,0.8,sucessful,1.5,3.21,Baseline,commercial
915,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
915,0.8,0.5,0.9,sucessful,0.44,28.11,Full,commercial
915,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
915,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
915,0.7,0.86,0.9,sucessful,0.67,4.82,Full,government
915,0.9,2.67,0.6,sucessful,12.0,14.67,Baseline,millitary
915,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
915,0.4,56.0,0.7,sucessful,1.14,6.86,Full,millitary
916,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
916,0.7,0.86,0.8,sucessful,0.75,1.61,Partial,private
916,0.7,0.29,0.9,sucessful,0.22,1.61,Full,private
916,0.5,26.4,0.5,unsuccessful,26.4,52.8,Baseline,commercial
916,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
916,0.8,0.5,0.7,sucessful,0.57,3.04,Full,commercial
916,0.6,9.0,0.6,sucessful,9.0,18.0,Baseline,government
916,0.7,2.57,0.6,sucessful,9.0,11.57,Partial,government
916,0.9,0.67,0.7,sucessful,0.86,11.57,Full,government
916,0.8,3.0,0.5,unsuccessful,52.8,55.8,Baseline,millitary
916,0.9,2.67,0.7,sucessful,3.43,6.1,Partial,millitary
916,0.9,0.89,0.5,unsuccessful,17.6,6.1,Full,millitary
917,0.5,13.2,0.5,unsuccessful,13.2,26.4,Baseline,private
917,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
917,0.9,0.22,0.8,sucessful,0.25,84.0,Full,private
917,0.3,204.0,0.6,sucessful,6.0,210.0,Baseline,commercial
917,0.8,1.5,0.4,unsuccessful,84.0,85.5,Partial,commercial
917,0.7,0.57,0.5,unsuccessful,8.8,85.5,Full,commercial
917,0.3,306.0,0.3,unsuccessful,306.0,612.0,Baseline,government
917,0.7,2.57,0.4,unsuccessful,126.0,128.57,Partial,government
917,0.7,0.86,0.4,unsuccessful,42.0,128.57,Full,government
917,0.9,2.67,0.7,sucessful,3.43,6.1,Baseline,millitary
917,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
917,0.8,1.0,0.6,sucessful,4.0,14.67,Full,millitary
918,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
918,0.7,0.86,0.8,sucessful,0.75,1.61,Partial,private
918,0.7,0.29,0.5,unsuccessful,4.4,1.61,Full,private
918,0.3,204.0,0.6,sucessful,6.0,210.0,Baseline,commercial
918,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
918,0.5,8.8,0.4,unsuccessful,28.0,3.42,Full,commercial
918,0.3,306.0,0.9,sucessful,2.0,308.0,Baseline,government
918,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
918,0.4,42.0,0.8,sucessful,0.75,5.14,Full,government
918,0.3,408.0,0.9,sucessful,2.67,410.67,Baseline,millitary
918,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
918,0.5,17.6,0.7,sucessful,1.14,14.67,Full,millitary
919,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
919,0.8,0.75,0.4,unsuccessful,42.0,42.75,Partial,private
919,0.5,4.4,0.8,sucessful,0.25,42.75,Full,private
919,0.4,84.0,0.6,sucessful,6.0,90.0,Baseline,commercial
919,0.4,84.0,0.5,unsuccessful,26.4,110.4,Partial,commercial
919,0.5,8.8,0.4,unsuccessful,28.0,110.4,Full,commercial
919,0.9,2.0,0.7,sucessful,2.57,4.57,Baseline,government
919,0.4,126.0,0.9,sucessful,2.0,128.0,Partial,government
919,0.7,0.86,0.9,sucessful,0.67,128.0,Full,government
919,0.9,2.67,0.3,unsuccessful,408.0,410.67,Baseline,millitary
919,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
919,0.7,1.14,0.4,unsuccessful,56.0,6.43,Full,millitary
920,0.3,102.0,0.8,sucessful,0.75,102.75,Baseline,private
920,0.5,13.2,0.9,sucessful,0.67,13.87,Partial,private
920,0.5,4.4,0.9,sucessful,0.22,13.87,Full,private
920,0.6,6.0,0.9,sucessful,1.33,7.33,Baseline,commercial
920,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
920,0.4,28.0,0.8,sucessful,0.5,3.42,Full,commercial
920,0.8,2.25,0.5,unsuccessful,39.6,41.85,Baseline,government
920,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
920,0.5,13.2,0.7,sucessful,0.86,4.57,Full,government
920,0.9,2.67,0.9,sucessful,2.67,5.34,Baseline,millitary
920,0.5,52.8,0.8,sucessful,3.0,55.8,Partial,millitary
920,0.4,56.0,0.6,sucessful,4.0,55.8,Full,millitary
921,0.7,0.86,0.3,unsuccessful,102.0,102.86,Baseline,private
921,0.9,0.67,0.9,sucessful,0.67,1.34,Partial,private
921,0.5,4.4,0.4,unsuccessful,14.0,1.34,Full,private
921,0.7,1.71,0.6,sucessful,6.0,7.71,Baseline,commercial
921,0.8,1.5,0.4,unsuccessful,84.0,85.5,Partial,commercial
921,0.5,8.8,0.6,sucessful,2.0,85.5,Full,commercial
921,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
921,0.4,126.0,0.5,unsuccessful,39.6,165.6,Partial,government
921,0.9,0.67,0.9,sucessful,0.67,165.6,Full,government
921,0.9,2.67,0.6,sucessful,12.0,14.67,Baseline,millitary
921,0.4,168.0,0.7,sucessful,3.43,171.43,Partial,millitary
921,0.9,0.89,0.9,sucessful,0.89,171.43,Full,millitary
922,0.9,0.67,0.4,unsuccessful,42.0,42.67,Baseline,private
922,0.4,42.0,0.5,unsuccessful,13.2,55.2,Partial,private
922,0.9,0.22,0.9,sucessful,0.22,55.2,Full,private
922,0.8,1.5,0.7,sucessful,1.71,3.21,Baseline,commercial
922,0.4,84.0,0.8,sucessful,1.5,85.5,Partial,commercial
922,0.8,0.5,0.7,sucessful,0.57,85.5,Full,commercial
922,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
922,0.8,2.25,0.8,sucessful,2.25,4.5,Partial,government
922,0.7,0.86,0.9,sucessful,0.67,4.5,Full,government
922,0.2,864.0,0.5,unsuccessful,52.8,916.8,Baseline,millitary
922,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
922,0.7,1.14,0.9,sucessful,0.89,6.43,Full,millitary
923,0.5,13.2,0.8,sucessful,0.75,13.95,Baseline,private
923,0.7,0.86,0.5,unsuccessful,13.2,14.06,Partial,private
923,0.4,14.0,0.5,unsuccessful,4.4,14.06,Full,private
923,0.6,6.0,0.6,sucessful,6.0,12.0,Baseline,commercial
923,0.4,84.0,0.4,unsuccessful,84.0,168.0,Partial,commercial
923,0.7,0.57,0.9,sucessful,0.44,168.0,Full,commercial
923,0.4,126.0,0.5,unsuccessful,39.6,165.6,Baseline,government
923,0.9,2.0,0.5,unsuccessful,39.6,41.6,Partial,government
923,0.4,42.0,0.9,sucessful,0.67,41.6,Full,government
923,0.6,12.0,0.6,sucessful,12.0,24.0,Baseline,millitary
923,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
923,0.7,1.14,0.5,unsuccessful,17.6,6.43,Full,millitary
924,0.3,102.0,0.7,sucessful,0.86,102.86,Baseline,private
924,0.9,0.67,0.9,sucessful,0.67,1.34,Partial,private
924,0.7,0.29,0.9,sucessful,0.22,1.34,Full,private
924,0.7,1.71,0.5,unsuccessful,26.4,28.11,Baseline,commercial
924,0.4,84.0,0.9,sucessful,1.33,85.33,Partial,commercial
924,0.7,0.57,0.8,sucessful,0.5,85.33,Full,commercial
924,0.6,9.0,0.4,unsuccessful,126.0,135.0,Baseline,government
924,0.7,2.57,0.4,unsuccessful,126.0,128.57,Partial,government
924,0.7,0.86,0.5,unsuccessful,13.2,128.57,Full,government
924,0.8,3.0,0.5,unsuccessful,52.8,55.8,Baseline,millitary
924,0.5,52.8,0.7,sucessful,3.43,56.23,Partial,millitary
924,0.4,56.0,0.5,unsuccessful,17.6,56.23,Full,millitary
925,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
925,0.7,0.86,0.9,sucessful,0.67,1.53,Partial,private
925,0.5,4.4,0.7,sucessful,0.29,1.53,Full,private
925,0.4,84.0,0.5,unsuccessful,26.4,110.4,Baseline,commercial
925,0.4,84.0,0.8,sucessful,1.5,85.5,Partial,commercial
925,0.9,0.44,0.7,sucessful,0.57,85.5,Full,commercial
925,0.9,2.0,0.9,sucessful,2.0,4.0,Baseline,government
925,0.4,126.0,0.4,unsuccessful,126.0,252.0,Partial,government
925,0.4,42.0,0.7,sucessful,0.86,252.0,Full,government
925,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
925,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
925,0.5,17.6,0.4,unsuccessful,56.0,6.43,Full,millitary
926,0.7,0.86,0.5,unsuccessful,13.2,14.06,Baseline,private
926,0.9,0.67,0.4,unsuccessful,42.0,42.67,Partial,private
926,0.7,0.29,0.9,sucessful,0.22,42.67,Full,private
926,0.7,1.71,0.7,sucessful,1.71,3.42,Baseline,commercial
926,0.9,1.33,0.7,sucessful,1.71,3.04,Partial,commercial
926,0.4,28.0,0.9,sucessful,0.44,3.04,Full,commercial
926,0.7,2.57,0.6,sucessful,9.0,11.57,Baseline,government
926,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
926,0.7,0.86,0.9,sucessful,0.67,4.82,Full,government
926,0.5,52.8,0.2,unsuccessful,864.0,916.8,Baseline,millitary
926,0.4,168.0,0.8,sucessful,3.0,171.0,Partial,millitary
926,0.5,17.6,0.9,sucessful,0.89,171.0,Full,millitary
927,0.8,0.75,0.6,sucessful,3.0,3.75,Baseline,private
927,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
927,0.7,0.29,0.7,sucessful,0.29,1.72,Full,private
927,0.3,204.0,0.4,unsuccessful,84.0,288.0,Baseline,commercial
927,0.6,6.0,0.8,sucessful,1.5,7.5,Partial,commercial
927,0.9,0.44,0.5,unsuccessful,8.8,7.5,Full,commercial
927,0.5,39.6,0.8,sucessful,2.25,41.85,Baseline,government
927,0.5,39.6,0.5,unsuccessful,39.6,79.2,Partial,government
927,0.5,13.2,0.5,unsuccessful,13.2,79.2,Full,government
927,0.4,168.0,0.9,sucessful,2.67,170.67,Baseline,millitary
927,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
927,0.7,1.14,0.9,sucessful,0.89,6.1,Full,millitary
928,0.5,13.2,0.6,sucessful,3.0,16.2,Baseline,private
928,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
