attempts,probability,status,block,decryption_level
808,0.79,intercepted,block,advanced
809,0.7,intercepted,block,advanced
810,0.81,intercepted,block,advanced
811,0.84,intercepted,block,advanced
812,0.76,intercepted,block,advanced
813,0.73,intercepted,block,advanced
814,0.77,intercepted,block,advanced
815,0.72,intercepted,block,advanced
816,0.67,intercepted,block,advanced
817,0.82,intercepted,block,advanced
818,0.74,intercepted,block,advanced
819,0.71,intercepted,block,advanced
820,0.82,intercepted,block,advanced
821,0.78,intercepted,block,advanced
822,0.76,intercepted,block,advanced
823,0.84,intercepted,block,advanced
824,0.75,intercepted,block,advanced
825,0.79,intercepted,block,advanced
826,0.89,intercepted,block,advanced
827,0.72,intercepted,block,advanced
828,0.66,intercepted,block,advanced
829,0.71,intercepted,block,advanced
830,0.72,intercepted,block,advanced
831,0.82,intercepted,block,advanced
832,0.66,intercepted,block,advanced
833,0.71,intercepted,block,advanced
834,0.73,intercepted,block,advanced
835,0.79,intercepted,block,advanced
836,0.64,susceptible,attempt,advanced
837,0.75,intercepted,block,advanced
838,0.7,intercepted,block,advanced
839,0.64,susceptible,attempt,advanced
840,0.77,intercepted,block,advanced
841,0.79,intercepted,block,advanced
842,0.84,intercepted,block,advanced
843,0.74,intercepted,block,advanced
844,0.74,intercepted,block,advanced
845,0.77,intercepted,block,advanced
846,0.68,intercepted,block,advanced
847,0.76,intercepted,block,advanced
848,0.76,intercepted,block,advanced
849,0.81,intercepted,block,advanced
850,0.78,intercepted,block,advanced
851,0.65,intercepted,block,advanced
852,0.64,susceptible,attempt,advanced
853,0.77,intercepted,block,advanced
854,0.63,susceptible,attempt,advanced
855,0.74,intercepted,block,advanced
856,0.64,susceptible,attempt,advanced
857,0.7,intercepted,block,advanced
858,0.75,intercepted,block,advanced
859,0.66,intercepted,block,advanced
860,0.83,intercepted,block,advanced
861,0.81,intercepted,block,advanced
862,0.69,intercepted,block,advanced
863,0.77,intercepted,block,advanced
864,0.68,intercepted,block,advanced
865,0.67,intercepted,block,advanced
866,0.76,intercepted,block,advanced
867,0.78,intercepted,block,advanced
868,0.65,intercepted,block,advanced
869,0.77,intercepted,block,advanced
870,0.81,intercepted,block,advanced
871,0.77,intercepted,block,advanced
872,0.66,intercepted,block,advanced
873,0.64,susceptible,attempt,advanced
874,0.65,intercepted,block,advanced
875,0.7,intercepted,block,advanced
876,0.72,intercepted,block,advanced
877,0.66,intercepted,block,advanced
878,0.79,intercepted,block,advanced
879,0.77,intercepted,block,advanced
880,0.83,intercepted,block,advanced
881,0.75,intercepted,block,advanced
882,0.85,intercepted,block,advanced
883,0.67,intercepted,block,advanced
884,0.67,intercepted,block,advanced
885,0.81,intercepted,block,advanced
886,0.79,intercepted,block,advanced
887,0.83,intercepted,block,advanced
888,0.79,intercepted,block,advanced
889,0.7,intercepted,block,advanced
890,0.61,susceptible,attempt,advanced
891,0.71,intercepted,block,advanced
892,0.79,intercepted,block,advanced
893,0.77,intercepted,block,advanced
894,0.77,intercepted,block,advanced
895,0.84,intercepted,block,advanced
896,0.79,intercepted,block,advanced
897,0.56,susceptible,attempt,advanced
898,0.66,intercepted,block,advanced
899,0.79,intercepted,block,advanced
900,0.81,intercepted,block,advanced
901,0.68,intercepted,block,advanced
902,0.74,intercepted,block,advanced
903,0.77,intercepted,block,advanced
904,0.73,intercepted,block,advanced
905,0.67,intercepted,block,advanced
906,0.74,intercepted,block,advanced
907,0.76,intercepted,block,advanced
908,0.7,intercepted,block,advanced
909,0.81,intercepted,block,advanced
910,0.74,intercepted,block,advanced
911,0.68,intercepted,block,advanced
912,0.7,intercepted,block,advanced
913,0.71,intercepted,block,advanced
914,0.6,susceptible,attempt,advanced
915,0.65,intercepted,block,advanced
916,0.71,intercepted,block,advanced
917,0.62,susceptible,attempt,advanced
918,0.75,intercepted,block,advanced
919,0.73,intercepted,block,advanced
920,0.7,intercepted,block,advanced
921,0.68,intercepted,block,advanced
922,0.72,intercepted,block,advanced
923,0.79,intercepted,block,advanced
924,0.74,intercepted,block,advanced
925,0.73,intercepted,block,advanced
926,0.65,intercepted,block,advanced
927,0.62,susceptible,attempt,advanced
928,0.7,intercepted,block,advanced
929,0.8,intercepted,block,advanced
930,0.73,intercepted,block,advanced
931,0.69,intercepted,block,advanced
932,0.65,intercepted,block,advanced
933,0.64,susceptible,attempt,advanced
934,0.71,intercepted,block,advanced
935,0.7,intercepted,block,advanced
936,0.68,intercepted,block,advanced
937,0.72,intercepted,block,advanced
938,0.77,intercepted,block,advanced
939,0.74,intercepted,block,advanced
940,0.66,intercepted,block,advanced
941,0.77,intercepted,block,advanced
942,0.64,susceptible,attempt,advanced
943,0.75,intercepted,block,advanced
944,0.66,intercepted,block,advanced
945,0.69,intercepted,block,advanced
946,0.69,intercepted,block,advanced
947,0.76,intercepted,block,advanced
948,0.83,intercepted,block,advanced
949,0.71,intercepted,block,advanced
950,0.79,intercepted,block,advanced
951,0.82,intercepted,block,advanced
952,0.74,intercepted,block,advanced
953,0.7,intercepted,block,advanced
954,0.84,intercepted,block,advanced
955,0.74,intercepted,block,advanced
956,0.71,intercepted,block,advanced
957,0.6,susceptible,attempt,advanced
958,0.72,intercepted,block,advanced
959,0.68,intercepted,block,advanced
960,0.76,intercepted,block,advanced
961,0.81,intercepted,block,advanced
962,0.73,intercepted,block,advanced
963,0.74,intercepted,block,advanced
964,0.71,intercepted,block,advanced
965,0.84,intercepted,block,advanced
966,0.78,intercepted,block,advanced
967,0.79,intercepted,block,advanced
968,0.61,susceptible,attempt,advanced
969,0.65,intercepted,block,advanced
970,0.83,intercepted,block,advanced
971,0.71,intercepted,block,advanced
972,0.7,intercepted,block,advanced
973,0.74,intercepted,block,advanced
974,0.65,intercepted,block,advanced
975,0.58,susceptible,attempt,advanced
976,0.67,intercepted,block,advanced
977,0.72,intercepted,block,advanced
978,0.78,intercepted,block,advanced
979,0.75,intercepted,block,advanced
980,0.74,intercepted,block,advanced
981,0.63,susceptible,attempt,advanced
982,0.64,susceptible,attempt,advanced
983,0.63,susceptible,attempt,advanced
984,0.6,susceptible,attempt,advanced
985,0.65,intercepted,block,advanced
986,0.65,intercepted,block,advanced
987,0.73,intercepted,block,advanced
988,0.6,susceptible,attempt,advanced
989,0.69,intercepted,block,advanced
990,0.69,intercepted,block,advanced
991,0.68,intercepted,block,advanced
992,0.79,intercepted,block,advanced
993,0.66,intercepted,block,advanced
994,0.64,susceptible,attempt,advanced
995,0.63,susceptible,attempt,advanced
996,0.79,intercepted,block,advanced
997,0.79,intercepted,block,advanced
998,0.73,intercepted,block,advanced
999,0.65,intercepted,block,advanced
1000,0.83,intercepted,block,advanced
1001,0.73,intercepted,block,advanced
1002,0.73,intercepted,block,advanced
1003,0.74,intercepted,block,advanced
1004,0.74,intercepted,block,advanced
1005,0.63,susceptible,attempt,advanced
1006,0.76,intercepted,block,advanced
1007,0.67,intercepted,block,advanced
1008,0.79,intercepted,block,advanced
1009,0.58,susceptible,attempt,advanced
1010,0.69,intercepted,block,advanced
1011,0.81,intercepted,block,advanced
1012,0.7,intercepted,block,advanced
1013,0.7,intercepted,block,advanced
1014,0.74,intercepted,block,advanced
1015,0.7,intercepted,block,advanced
1016,0.75,intercepted,block,advanced
1017,0.73,intercepted,block,advanced
1018,0.78,intercepted,block,advanced
1019,0.7,intercepted,block,advanced
1020,0.7,intercepted,block,advanced
1021,0.74,intercepted,block,advanced
1022,0.75,intercepted,block,advanced
1023,0.74,intercepted,block,advanced
1024,0.81,intercepted,block,advanced
1025,0.67,intercepted,block,advanced
1026,0.77,intercepted,block,advanced
1027,0.72,intercepted,block,advanced
1028,0.71,intercepted,block,advanced
1029,0.71,intercepted,block,advanced
1030,0.64,susceptible,attempt,advanced
1031,0.64,susceptible,attempt,advanced
1032,0.73,intercepted,block,advanced
1033,0.64,susceptible,attempt,advanced
1034,0.72,intercepted,block,advanced
1035,0.67,intercepted,block,advanced
1036,0.82,intercepted,block,advanced
1037,0.74,intercepted,block,advanced
1038,0.73,intercepted,block,advanced
1039,0.63,susceptible,attempt,advanced
1040,0.8,intercepted,block,advanced
1041,0.73,intercepted,block,advanced
1042,0.76,intercepted,block,advanced
1043,0.76,intercepted,block,advanced
1044,0.73,intercepted,block,advanced
1045,0.77,intercepted,block,advanced
1046,0.7,intercepted,block,advanced
1047,0.83,intercepted,block,advanced
1048,0.85,intercepted,block,advanced
1049,0.68,intercepted,block,advanced
1050,0.8,intercepted,block,advanced
1051,0.79,intercepted,block,advanced
1052,0.77,intercepted,block,advanced
1053,0.71,intercepted,block,advanced
1054,0.74,intercepted,block,advanced
1055,0.67,intercepted,block,advanced
1056,0.68,intercepted,block,advanced
1057,0.63,susceptible,attempt,advanced
1058,0.7,intercepted,block,advanced
1059,0.71,intercepted,block,advanced
1060,0.75,intercepted,block,advanced
1061,0.73,intercepted,block,advanced
1062,0.69,intercepted,block,advanced
1063,0.63,susceptible,attempt,advanced
1064,0.7,intercepted,block,advanced
1065,0.85,intercepted,block,advanced
1066,0.66,intercepted,block,advanced
1067,0.74,intercepted,block,advanced
1068,0.7,intercepted,block,advanced
1069,0.7,intercepted,block,advanced
1070,0.63,susceptible,attempt,advanced
1071,0.67,intercepted,block,advanced
1072,0.79,intercepted,block,advanced
1073,0.73,intercepted,block,advanced
1074,0.75,intercepted,block,advanced
1075,0.76,intercepted,block,advanced
1076,0.77,intercepted,block,advanced
1077,0.69,intercepted,block,advanced
1078,0.69,intercepted,block,advanced
1079,0.75,intercepted,block,advanced
1080,0.63,susceptible,attempt,advanced
1081,0.79,intercepted,block,advanced
1082,0.79,intercepted,block,advanced
1083,0.73,intercepted,block,advanced
1084,0.76,intercepted,block,advanced
1085,0.64,susceptible,attempt,advanced
1086,0.65,intercepted,block,advanced
1087,0.62,susceptible,attempt,advanced
1088,0.76,intercepted,block,advanced
1089,0.73,intercepted,block,advanced
1090,0.7,intercepted,block,advanced
1091,0.62,susceptible,attempt,advanced
1092,0.69,intercepted,block,advanced
1093,0.61,susceptible,attempt,advanced
1094,0.67,intercepted,block,advanced
1095,0.78,intercepted,block,advanced
1096,0.74,intercepted,block,advanced
1097,0.65,intercepted,block,advanced
1098,0.76,intercepted,block,advanced
1099,0.68,intercepted,block,advanced
1100,0.69,intercepted,block,advanced
1101,0.73,intercepted,block,advanced
1102,0.68,intercepted,block,advanced
1103,0.75,intercepted,block,advanced
1104,0.66,intercepted,block,advanced
1105,0.69,intercepted,block,advanced
1106,0.83,intercepted,block,advanced
1107,0.62,susceptible,attempt,advanced
1108,0.79,intercepted,block,advanced
1109,0.7,intercepted,block,advanced
1110,0.69,intercepted,block,advanced
1111,0.76,intercepted,block,advanced
1112,0.7,intercepted,block,advanced
1113,0.74,intercepted,block,advanced
1114,0.74,intercepted,block,advanced
1115,0.64,susceptible,attempt,advanced
1116,0.62,susceptible,attempt,advanced
1117,0.78,intercepted,block,advanced
1118,0.67,intercepted,block,advanced
1119,0.67,intercepted,block,advanced
1120,0.73,intercepted,block,advanced
1121,0.65,intercepted,block,advanced
1122,0.72,intercepted,block,advanced
1123,0.66,intercepted,block,advanced
1124,0.76,intercepted,block,advanced
1125,0.7,intercepted,block,advanced
1126,0.9,intercepted,block,advanced
1127,0.8,intercepted,block,advanced
1128,0.66,intercepted,block,advanced
1129,0.68,intercepted,block,advanced
1130,0.82,intercepted,block,advanced
1131,0.6,susceptible,attempt,advanced
1132,0.72,intercepted,block,advanced
1133,0.67,intercepted,block,advanced
1134,0.71,intercepted,block,advanced
1135,0.73,intercepted,block,advanced
1136,0.83,intercepted,block,advanced
1137,0.66,intercepted,block,advanced
1138,0.77,intercepted,block,advanced
1139,0.68,intercepted,block,advanced
1140,0.84,intercepted,block,advanced
1141,0.8,intercepted,block,advanced
1142,0.73,intercepted,block,advanced
1143,0.71,intercepted,block,advanced
1144,0.71,intercepted,block,advanced
1145,0.76,intercepted,block,advanced
1146,0.75,intercepted,block,advanced
1147,0.64,susceptible,attempt,advanced
1148,0.82,intercepted,block,advanced
1149,0.8,intercepted,block,advanced
1150,0.7,intercepted,block,advanced
1151,0.78,intercepted,block,advanced
1152,0.76,intercepted,block,advanced
1153,0.77,intercepted,block,advanced
1154,0.72,intercepted,block,advanced
1155,0.65,intercepted,block,advanced
1156,0.76,intercepted,block,advanced
1157,0.67,intercepted,block,advanced
1158,0.76,intercepted,block,advanced
1159,0.68,intercepted,block,advanced
1160,0.79,intercepted,block,advanced
1161,0.72,intercepted,block,advanced
1162,0.74,intercepted,block,advanced
1163,0.74,intercepted,block,advanced
1164,0.73,intercepted,block,advanced
1165,0.62,susceptible,attempt,advanced
1166,0.75,intercepted,block,advanced
1167,0.82,intercepted,block,advanced
1168,0.75,intercepted,block,advanced
1169,0.75,intercepted,block,advanced
1170,0.7,intercepted,block,advanced
1171,0.76,intercepted,block,advanced
1172,0.6,susceptible,attempt,advanced
1173,0.66,intercepted,block,advanced
1174,0.74,intercepted,block,advanced
1175,0.76,intercepted,block,advanced
1176,0.77,intercepted,block,advanced
1177,0.75,intercepted,block,advanced
1178,0.8,intercepted,block,advanced
1179,0.76,intercepted,block,advanced
1180,0.69,intercepted,block,advanced
1181,0.7,intercepted,block,advanced
1182,0.61,susceptible,attempt,advanced
1183,0.76,intercepted,block,advanced
1184,0.73,intercepted,block,advanced
1185,0.73,intercepted,block,advanced
1186,0.77,intercepted,block,advanced
1187,0.81,intercepted,block,advanced
1188,0.74,intercepted,block,advanced
1189,0.69,intercepted,block,advanced
1190,0.77,intercepted,block,advanced
1191,0.76,intercepted,block,advanced
1192,0.66,intercepted,block,advanced
1193,0.79,intercepted,block,advanced
1194,0.7,intercepted,block,advanced
1195,0.66,intercepted,block,advanced
1196,0.67,intercepted,block,advanced
1197,0.67,intercepted,block,advanced
1198,0.72,intercepted,block,advanced
1199,0.81,intercepted,block,advanced
1200,0.83,intercepted,block,advanced
1201,0.81,intercepted,block,advanced
1202,0.8,intercepted,block,advanced
1203,0.76,intercepted,block,advanced
1204,0.63,susceptible,attempt,advanced
1205,0.78,intercepted,block,advanced
1206,0.7,intercepted,block,advanced
1207,0.77,intercepted,block,advanced
1208,0.75,intercepted,block,advanced
1209,0.74,intercepted,block,advanced
1210,0.7,intercepted,block,advanced
1211,0.76,intercepted,block,advanced
1212,0.78,intercepted,block,advanced
1213,0.68,intercepted,block,advanced
1214,0.69,intercepted,block,advanced
1215,0.62,susceptible,attempt,advanced
1216,0.61,susceptible,attempt,advanced
1217,0.64,susceptible,attempt,advanced
1218,0.76,intercepted,block,advanced
1219,0.72,intercepted,block,advanced
1220,0.71,intercepted,block,advanced
1221,0.72,intercepted,block,advanced
1222,0.67,intercepted,block,advanced
1223,0.79,intercepted,block,advanced
1224,0.72,intercepted,block,advanced
1225,0.72,intercepted,block,advanced
1226,0.63,susceptible,attempt,advanced
1227,0.73,intercepted,block,advanced
1228,0.72,intercepted,block,advanced
1229,0.74,intercepted,block,advanced
1230,0.74,intercepted,block,advanced
1231,0.8,intercepted,block,advanced
1232,0.8,intercepted,block,advanced
1233,0.65,intercepted,block,advanced
1234,0.72,intercepted,block,advanced
1235,0.73,intercepted,block,advanced
1236,0.9,intercepted,block,advanced
1237,0.76,intercepted,block,advanced
1238,0.64,susceptible,attempt,advanced
1239,0.73,intercepted,block,advanced
1240,0.77,intercepted,block,advanced
1241,0.8,intercepted,block,advanced
